chr	cell_id	pos	x	y	z
3	16	21	162345.709960884	41390.2388922246	2795.5599512778
3	16	22	162797.465893005	41364.1148914365	2943.21461730137
3	16	24	162766.916262109	41179.9341836402	3151.60917982471
3	16	25	162318.095904221	41314.7156736834	3019.5971950929
3	16	27	162353.268616296	41362.9055336901	2951.85540583171
3	16	28	162580.766449516	41014.461632098	2976.09993129703
3	16	29	162174.518342536	41620.5733196449	2938.34005133484
3	16	30	162622.963290949	41258.2652665189	3015.76086732542
3	16	32	162407.504556584	41404.200180179	2852.83392958497
3	16	33	162086.987275071	41719.1881124916	2753.86519462167
3	16	34	162282.737286555	41630.5625114354	2803.53221695843
3	16	35	162200.02665762	41663.4832272608	2802.35169062046
3	16	36	162192.87107287	41604.1388734783	2908.8917290364
3	16	37	162322.747276117	41452.0705116244	3037.34421774742
3	16	38	161952.708354485	41424.5502841337	3084.08217231973
3	16	39	161961.32040734	41391.0445026511	2968.49970817719
3	16	41	161964.438453604	41512.9289306883	3077.63360794443
3	26	1	97412.4653048468	62394.8911786945	2679.20684499203
3	26	2	97139.4642512771	62336.474961627	2304.74595899828
3	26	4	97420.3378856408	62442.2294492995	2515.19997973549
3	26	6	97307.6450766335	62324.0408835186	2620.04762817181
3	26	7	97407.1878939684	62431.4129842457	2345.27259300494
3	26	8	97458.4763307931	62570.1540687404	2479.9893405082
3	26	14	97180.9408875692	62222.1974362438	2538.09138446663
3	26	16	97117.8297473458	61880.9198677443	2204.3848787179
3	26	17	97262.4603710346	61977.6147130231	2224.776381004
3	26	18	97234.7931099055	61897.9864243383	2353.5823592276
3	26	19	97185.8080470914	61852.2707782222	2329.51689497626
3	26	21	97224.2102991008	61895.2717215485	2388.05586585188
3	26	22	97089.431161368	61964.2900936771	2282.98176730368
3	26	23	97190.6909282355	61802.8477999322	1983.11152062701
3	26	27	97163.6003681766	61813.277941801	2516.33970432174
3	26	28	97323.088228866	61681.0303926558	2940.68713638343
3	26	29	97373.7485785152	62347.3077130212	2289.28777506776
3	26	30	97300.8943065315	61888.0221732254	2396.15271972513
3	26	31	97263.0611668279	61919.2267126452	2345.26478401954
3	26	33	96996.6423175439	61774.9436181123	2331.58251388735
3	26	37	97122.1776041272	61854.2210797868	2367.89339237837
3	26	38	97143.3510552062	61897.1015241953	2311.24101110942
3	26	39	97231.7810809967	61942.5451583193	2247.41550534343
3	26	40	97153.0205334285	61982.555754353	2278.68816342168
3	26	41	97111.838748745	61869.1736793829	2346.6174017763
3	27	3	81346.2396040502	66472.0899074419	1776.26001765884
3	27	4	81412.2947194465	66491.8964810676	1620.98168672736
3	27	5	81525.6410347691	66656.4335010943	1747.86242677753
3	27	6	81380.0111508517	66561.1438342951	1559.59354364221
3	27	7	81540.22739419	66403.0183623339	1946.97039944555
3	27	8	81454.6033041953	66378.0212722015	2317.37307045102
3	27	9	81582.6920888489	66261.8521966773	1957.53943433719
3	27	10	81292.929921468	66544.3961112456	1587.96953502833
3	27	11	81245.1379796619	66380.7807157881	1491.36634578276
3	27	12	80809.6085120474	65961.2055441279	1787.47925882168
3	27	13	80868.0746343902	65928.4146050918	1710.58631626945
3	27	14	81055.8310680988	66242.664540295	1467.19390285145
3	27	15	81004.2198420949	66371.2946108316	1373.78859396102
3	27	16	81566.178740215	66099.1913573331	1683.0746019507
3	27	17	81117.654968836	66259.1713991836	1545.91232052451
3	27	18	81168.0675970988	66550.753393715	1541.46364396808
3	27	19	81256.3497103054	66514.9707205092	1636.06850646871
3	27	20	81374.4519278587	66442.1595338297	1687.04574168267
3	27	21	80594.8599700747	66287.6295492955	1840.40554994411
3	27	22	80730.4734023206	66212.713300162	1789.78207129715
3	27	23	80758.8511287851	66182.2958393053	1830.7120552012
3	27	24	81336.3691236354	66250.9313829855	1597.0923582953
3	27	25	80717.514267086	66158.807100877	1767.57254344389
3	27	28	80854.9758063527	66113.8415088444	1777.56770736138
3	27	29	81350.7948456758	66236.3722493612	1647.20779039344
3	27	30	81702.946609461	66056.0508739881	1756.30330290154
3	27	31	81696.1487436599	66080.477004499	1807.77564911937
3	27	32	81670.0951280984	66202.5860448254	1881.89349989002
3	27	35	81554.0141531875	66237.4105949435	1979.01156775534
3	27	36	81408.5520501096	66391.2262316525	1580.6039962298
3	27	37	81438.8193062303	66223.9205859183	1550.76357392707
3	27	38	81393.4078663271	66285.8422448916	1550.7125985348
3	27	39	81326.5843616741	66467.9772630101	1630.59853063555
3	27	40	81300.0105422186	66308.8965063119	1486.93869671906
3	29	1	70338.3360206519	61639.4880632016	4825.97140226203
3	29	3	70054.8634428769	61901.7034596843	4953.251064792
3	29	4	69544.369949827	62146.4460297103	5051.71978088261
3	29	5	70718.7504476098	61348.0735460098	4440.14143829532
3	29	7	70235.1894373037	61814.8041868163	5136.63161245252
3	29	8	70385.3732879318	61593.2908785735	5428.93148646703
3	29	9	70041.5593530705	61619.4468552899	5073.81467172043
3	29	10	70038.5832511549	61521.3241243984	5052.73277251382
3	29	11	69919.5961799125	61705.9097588868	5028.7701250462
3	29	12	69914.0859782123	61627.4824547976	5070.80082580619
3	29	13	69992.0505798057	61676.5762500059	4950.8503452725
3	29	15	69936.7332856545	61590.1568121756	4983.56899872518
3	29	16	70019.6803171477	61572.8583138749	4967.35168368513
3	29	18	69889.709074981	61076.6541329323	5012.67616187325
3	29	19	69920.1764498144	60994.6793393275	4910.35465369975
3	29	20	69808.5475665691	61141.7141920407	4918.74487896894
3	29	21	70006.5873433462	61583.1320627337	5084.54325543828
3	29	22	69955.1524847465	61485.3248648456	5215.79862280699
3	29	23	69892.4794472272	61545.2183578037	5315.04121243768
3	29	24	69978.8685822843	61441.2665541022	5180.95428939221
3	29	25	69964.8621037688	61513.932986813	5094.90295400664
3	29	27	70002.6827771521	61517.3998577166	5218.79183838859
3	29	28	69910.6867211962	61551.2346815055	5163.96827279474
3	29	30	70006.1603791547	61525.7545036824	4989.38682040242
3	29	31	69937.4445735644	61592.0873452947	5019.98347260682
3	29	32	70164.9534392951	61626.1079118456	4825.07222196134
3	29	33	70167.2416608825	61603.5781931094	4761.94099017524
3	29	34	70040.7440414398	61706.2220428389	4860.25589245064
3	29	35	70680.7082343798	61415.2359706296	4974.64129456359
3	29	36	70539.6298205587	61250.273862415	5033.8457920712
3	29	37	70049.5560438078	61682.5622925421	4813.55640237236
3	29	38	70089.4669908481	61576.1181454225	4867.17291690849
3	29	39	70148.6984360874	61534.7744118059	4793.67386854766
3	29	40	70025.8807000276	61620.5074997704	4924.94544480172
3	29	41	70108.2443747171	61622.6848017305	4905.01582791994
3	33	1	154850.458450672	66732.0032535931	4018.67436201476
3	33	2	155181.049998772	66701.6002478401	3875.76165898928
3	33	3	155250.167530538	66741.0996726541	3983.70130563266
3	33	4	155279.483211199	66793.9164086249	3915.59921293507
3	33	6	155231.83938079	66803.7730008322	3914.7853489486
3	33	7	155002.784031961	66742.2634475714	3985.25253481187
3	33	8	155040.500344268	66703.7244774106	4134.69400742007
3	33	9	154868.238406755	66836.7668586178	3779.33489267775
3	33	10	155021.674607942	66809.8984361673	3971.38540817297
3	33	11	154816.687086856	66834.4662230776	3866.65672426755
3	33	12	154930.364341355	66584.9969347148	3887.99017241258
3	33	13	155010.717811032	66616.1145083706	3885.91865396228
3	33	14	154903.685518671	66684.5414596267	3857.82978410177
3	33	15	154900.648819521	66900.5111539813	3883.59793077006
3	33	16	154939.475078893	66849.2803014863	3970.7190620256
3	33	17	154919.938900817	66695.2786249378	3920.54191639094
3	33	18	154895.7636611	66889.4548416809	3839.03529105729
3	33	19	154847.463728028	66749.3912640383	3973.11828429171
3	33	20	154865.034231603	66720.5962136332	3846.97546459092
3	33	21	154720.757132191	66664.0640123907	3825.00169641934
3	33	22	154863.541302182	66650.4531572122	3891.9814976036
3	33	23	154518.017570653	66673.5496999884	3615.71126200825
3	33	24	154551.965263021	66652.5196813083	3630.93820375136
3	33	25	154556.673275102	66631.1738492645	3667.98260534927
3	33	27	154842.560998457	66673.8870141834	3747.9938964452
3	33	28	154786.575489021	66731.3623533517	3947.24052328714
3	33	29	154836.975136912	66686.4605018495	3916.26325594254
3	33	30	154870.36123394	66763.1083659016	3834.12245545715
3	33	32	155101.715610786	66730.5346635387	3954.12389923291
3	33	33	154902.948006661	66678.753671201	3855.59050477837
3	33	34	155248.401547847	66747.1382729721	3678.22134171083
3	33	35	155111.105194704	66708.6759970993	3870.89167172161
3	33	36	154943.615254989	66632.527275006	3852.5381407232
3	33	38	155023.470313396	66519.0664347079	4090.1614135591
3	33	39	154995.345192074	66668.7836772665	3839.0959007104
3	33	40	154953.753728014	66644.5671627953	4120.63340243427
3	33	41	154916.628900197	66619.5202352796	4183.80195754926
3	34	1	164475.607184665	70351.8422338883	4137.43459920469
3	34	2	164517.973877537	70261.027344333	4050.78917301776
3	34	3	164611.738228785	70242.1831232901	4096.99148145586
3	34	4	164636.576271249	70368.8545912638	4073.33956634081
3	34	5	164510.620030294	70300.8340822608	4003.6041089333
3	34	6	164614.586155088	70283.1360548901	4074.62017031062
3	34	9	164560.913234667	70238.8893759455	3761.52417151281
3	34	10	164541.135166491	70308.4664956494	3810.39900083706
3	34	11	164565.419199195	70399.2235677469	3844.08665356683
3	34	12	164577.622417924	70308.2960313106	3906.90858225063
3	34	13	164539.537837907	69916.9275816908	3945.60254770979
3	34	14	164859.803164841	70167.5435474148	4020.18866035527
3	34	15	164562.684607817	70325.7339970017	3876.22261419309
3	34	16	164473.433346408	70246.2320940497	4002.00172234444
3	34	17	164502.812090843	70215.3055144727	3896.19217002706
3	34	18	164317.019279699	70220.5553492669	4265.40584835673
3	34	19	164458.992211792	70261.7970977302	4084.71380780485
3	34	20	164406.12998703	70171.8827993636	4105.51749741767
3	34	21	164433.007140192	70185.2361747243	4042.43924914966
3	34	22	164504.958095092	70183.8217939261	3963.77899695788
3	34	23	164339.492241139	70199.86017668	4222.3024372151
3	34	24	164411.417091883	70216.3053226194	4144.2943965695
3	34	25	164304.705057339	70281.9036072711	4309.27707266553
3	34	27	164504.837244485	70208.6145106313	4010.25842373987
3	34	29	164547.241411898	70209.4223836237	4010.29426475227
3	34	30	164697.487425686	70319.7461471506	3679.86459629539
3	34	32	164493.624569632	70259.0377287323	3939.68532732256
3	34	33	164493.37539173	70341.6434120942	3687.4320011675
3	34	35	164675.284868648	70180.5561525033	4236.52189397748
3	34	36	164699.0994761	70215.7370493092	4444.64565855724
3	34	37	164558.956862927	70180.2620983398	4060.97158444967
3	34	38	164568.11002717	70210.0191698569	3846.33591937733
3	34	39	164628.113421942	70225.4523951352	4003.00606554777
3	34	40	164634.92910726	70383.5566434942	3810.60926561005
3	34	41	164684.928900396	70404.1835426308	3780.12870887848
3	35	1	115303.192743479	68900.3624803115	3173.73119667404
3	35	2	115362.835733151	68714.5111085725	3049.25213426457
3	35	3	115675.390815802	68917.0026686453	3320.90068502501
3	35	4	115342.001103498	68874.7170774567	2855.84947986192
3	35	5	115635.67573664	68902.4606368425	3367.44147603338
3	35	6	115377.130305706	69071.1358704349	3014.00287083788
3	35	7	115259.324992702	68901.6195577343	2880.28445069429
3	35	8	115254.301678197	68878.8374274236	2944.54675538304
3	35	9	115292.648903215	68995.0624974954	2844.48126657474
3	35	11	115601.061070011	69334.6076232336	2903.03309082411
3	35	12	115433.135832995	69036.0012804929	2864.21912101968
3	35	15	115225.901669157	69167.6161778339	2739.7003474323
3	35	16	115342.882153794	68851.393562142	3008.07887013905
3	35	17	115328.470519554	69138.4502428724	2742.33133410597
3	35	18	115327.978786886	69169.4264053573	2715.24426695059
3	35	20	115567.898382513	69266.6818856894	3149.46437050826
3	35	21	115365.446979467	69191.156594747	2746.58977719618
3	35	22	115083.899734906	69283.4661777285	2753.99855375171
3	35	23	115090.085491405	69152.3886598538	2770.16086513719
3	35	27	115903.745095905	69323.6710906734	3285.91750267987
3	35	28	115635.878205191	69370.9963402033	3003.20991737577
3	35	29	115181.713684273	68862.2915802605	2763.74463637012
3	35	30	115829.025942906	69580.6287005711	3078.3156111894
3	35	31	115383.957505313	68961.3905664691	2761.01705269156
3	35	32	115352.295006485	69019.995977308	2791.10410899615
3	35	33	115476.952033465	68769.3488371193	2797.52787090268
3	35	34	115483.567925166	68477.5828586824	2626.27795284262
3	35	35	115508.982469857	68530.5590238231	2643.20825087853
3	35	36	115353.735881776	68744.4523935134	3056.15089157571
3	35	38	116139.539220852	68595.0018042299	2767.96393424176
3	35	39	115871.536558581	68669.5740122465	2325.36345990753
3	35	40	115899.193617975	68691.249928604	2820.00472694737
3	35	41	115445.979438396	69035.7085936259	3441.86726832169
3	39	1	28873.0581936644	79144.8522909946	2192.69767208526
3	39	2	28818.4583775129	79191.2586933295	2138.56508798706
3	39	4	28702.5715623964	79275.8619704584	1774.16252779061
3	39	5	28740.8645086092	79309.7903597761	1865.68186164129
3	39	6	28617.2729778703	79349.6187387766	1890.34130358213
3	39	7	28976.4320965455	79199.692771774	1575.94048636865
3	39	9	29155.4808012424	79378.9641999958	1745.77675063371
3	39	11	28881.6179205436	79348.6758682556	2204.05244945989
3	39	12	28918.559532597	79414.8462631306	2059.62265374074
3	39	13	28957.1376886514	79258.1651706652	1854.95957019833
3	39	14	28709.0881248569	79413.0896229558	1627.0711102025
3	39	15	28922.6737185801	79397.0968027935	1978.56955827937
3	39	16	29032.6226559776	79190.2384216576	1913.98039272628
3	39	17	29259.9614488506	78964.5012435752	2138.45268446222
3	39	18	28959.9516173251	79204.1113822239	1613.68196291076
3	39	20	28933.8858759732	79159.1203190158	1980.76891366084
3	39	21	28986.2082850544	79262.3749203236	1658.44417080707
3	39	22	28799.67872994	79414.7882784507	1736.73005116895
3	39	23	28871.8999153241	79416.0084188986	1724.11771492044
3	39	24	28785.1563535727	79371.4672708857	1757.00542859693
3	39	25	28768.2325964411	79214.1103140821	1789.34305405449
3	39	27	28950.3237855955	79445.8931936276	1877.98312932319
3	39	28	29054.2754631758	79460.119263155	1879.65135026761
3	39	29	29013.6196075245	79437.0229645362	2019.75126978822
3	39	30	29190.5877961265	79376.3953752922	1618.49177962148
3	39	31	29144.0124439749	79396.8335373606	1762.18504010875
3	39	33	28812.8189686349	79418.5681623325	1799.17275403423
3	39	34	28839.4819922897	79410.410282491	1662.17110623287
3	39	35	29027.1090561947	78983.6761273534	1488.83361385209
3	39	36	28886.568998351	79133.6821822557	1939.25645496438
3	39	37	28845.3606979053	79144.9355632268	1852.6898191875
3	39	38	28892.5553572487	78816.6699064372	1725.46613789213
3	39	39	28901.7684070763	79251.9170461439	1894.56172100898
3	39	40	28803.8993886999	79083.5703035801	1208.389136803
3	39	41	28817.0309656505	79318.0701599003	2229.75244236223
3	40	2	158864.075436563	78811.0635220449	7114.08452320339
3	40	5	159086.274203849	78724.8302022013	6783.11524172199
3	40	8	159259.737364443	78802.2163576069	6786.54653710559
3	40	10	159159.313294551	78306.2660569645	6892.80610934054
3	40	11	159144.960058845	78218.0557787432	6851.67499254691
3	40	12	159089.171493657	78287.9799373606	6869.72469046821
3	40	15	159016.484593451	78372.1106982833	6812.52310427124
3	40	16	158994.166351317	78356.5951889928	6720.94615795825
3	40	19	158986.650426914	78279.7444502302	6984.60167317766
3	40	20	159027.524388116	78242.2588894303	6717.53948170242
3	40	21	158967.548878263	78633.5010345262	6907.25698908064
3	40	22	158982.565014573	78209.56162541	6867.49377474625
3	40	23	158966.689929837	78116.3124261514	6829.77458418994
3	40	24	158993.203458125	78332.4430355845	6902.25436335988
3	40	27	158899.846823097	78603.3057619918	6886.13568515572
3	40	29	159006.292161225	78653.5021850918	6796.26043812326
3	40	30	159080.128828629	78615.7710784191	6768.71064469447
3	40	31	158992.132070841	78699.3893916194	6863.4333851917
3	40	32	158964.635368241	78672.9486476073	6845.51123787611
3	40	33	159239.709612782	78464.0170867449	6766.88164023227
3	40	34	159230.418495689	78430.2946296331	6711.82467058936
3	40	35	159266.410135707	78396.0869968256	6629.57750750443
3	40	36	159258.589118408	79120.9307616838	6674.06933215096
3	40	37	159343.728682858	78519.7838560898	6188.06773433088
3	40	38	159298.41072117	78606.7074707948	6703.67576998386
3	40	39	159314.57116077	78608.0130430831	6284.41613312606
3	40	41	159313.3838212	78608.9250474461	6379.27704991455
3	44	1	197070.444914891	78270.6793283274	1459.39283488636
3	44	2	197114.536719534	78166.689005792	1650.35034054114
3	44	3	196978.947516984	78434.5951253592	1660.51172670181
3	44	4	197483.145756263	78600.9881683838	1790.55672091479
3	44	6	197012.601269524	78497.2522004552	1514.27800821716
3	44	8	197165.52283373	78293.2583790046	1369.06909737969
3	44	10	197046.619806198	78623.8311823953	1285.40370497404
3	44	11	197003.666696561	78765.4840982938	1284.40611781881
3	44	15	196847.081207096	78625.9782061927	1364.03239114146
3	44	17	196973.00777463	78500.1869987591	1470.85269335075
3	44	18	197328.174757033	77921.7706981138	2002.58030235086
3	44	19	196509.406525093	78817.195305609	1799.3235571552
3	44	20	196602.337910383	78827.8131706413	1845.57134393889
3	44	21	196493.085910343	78809.6037154786	1777.10226195416
3	44	23	196596.833328323	78808.6374655462	1865.03430600501
3	44	28	197096.655727957	78571.5095986547	1384.9523979263
3	44	29	197030.697295547	78575.5901913562	1340.7356806742
3	44	30	197008.87594143	78467.0597821706	1523.54997424472
3	44	31	197062.934243849	78513.196149086	1574.93827013974
3	44	32	196943.914631084	78620.9461140775	1297.66183469552
3	44	33	196970.6531035	78543.1696542266	1484.27108624986
3	44	35	196871.573289641	78674.9737059131	1379.52851579384
3	44	36	196614.147603399	78618.3884144449	1637.92345786778
3	44	38	197061.356262086	78841.9117670537	1664.39066645885
3	44	39	196912.201584194	78505.4630302201	1464.75323080758
3	45	2	167910.598181965	79038.3524805524	2927.40570373469
3	45	3	168024.03266754	78907.8570362507	2918.93534685093
3	45	5	167949.316592428	79052.7725404105	2783.66837462049
3	45	6	168014.428695588	79008.1214189754	2714.92141633777
3	45	7	168032.397928404	79114.429170791	2669.19274573575
3	45	8	167781.534225816	79239.3133153708	2737.31348558471
3	45	9	167850.156656297	79283.2749731377	2718.05923527799
3	45	10	167724.284515507	79225.0321493825	2660.92603906984
3	45	11	167790.65891154	79302.2562583288	2624.90860407776
3	45	12	167860.05345179	79317.4138468778	2711.87888432419
3	45	13	167627.137759695	79187.6811811589	2679.67555655426
3	45	14	167687.347453507	79226.5873461099	2517.30082552481
3	45	15	167860.046392714	79221.0676095263	2696.27884925919
3	45	16	167771.505151689	79123.6110930218	2677.52230100735
3	45	17	167876.640841562	79129.0725379747	2709.7853535395
3	45	18	167740.61122286	79438.4862544562	2647.49903951298
3	45	19	167815.860817745	79259.0989170853	2529.23330782477
3	45	20	167593.467308389	79131.9324695084	2627.50526668278
3	45	21	167730.415185774	79128.7378880046	2650.73392405611
3	45	22	167554.403022507	78993.3449225199	2752.22974420115
3	45	23	167702.826658597	79437.5391654577	2467.53917861273
3	45	24	167695.00872973	79282.0934519256	2646.76756371556
3	45	25	168014.274033521	79390.8512798477	2829.61609451297
3	45	27	167919.707696879	79287.6897672489	2609.81899303292
3	45	28	167830.990627004	79236.0893723042	2552.10626846242
3	45	29	167807.026837465	79136.1738769728	2730.84769520668
3	45	30	167886.576568008	79278.9139407786	2658.3725601311
3	45	31	167923.741788155	79056.2784493328	2660.91394405133
3	45	32	167700.724086469	79248.724609373	2593.7414318006
3	45	33	167893.883183125	79275.223051331	2690.88147624384
3	45	34	167909.180011909	79226.9531719578	2764.623371019
3	45	35	167714.65051902	79232.4215285828	2604.63303599984
3	45	36	167722.892664756	79112.8682801199	2639.01713552412
3	45	38	168174.752980623	79190.0557495588	2636.53655271139
3	45	39	168009.276788019	79089.2649182097	2678.67721048151
3	45	40	167913.010354688	79062.0274262736	2609.32902719958
3	45	41	167790.089868877	79084.1966999806	2525.7053583082
3	50	1	24172.0352907626	85134.0128878103	5875.77512413636
3	50	2	24246.3782203529	84907.1948842406	5756.89781699005
3	50	4	24062.6435079374	84992.408611973	5809.70628272301
3	50	5	24310.954711887	84818.0315661884	5756.86841694066
3	50	6	23911.5823654443	85224.2731502368	5887.72117965027
3	50	7	24359.0082675533	85042.1065627313	5536.7045966264
3	50	8	24422.631387591	84834.3177229561	5611.485435784
3	50	9	23952.2274692276	85228.6479061164	5925.89481888204
3	50	11	24100.8069074162	85179.2079543852	5892.69153196415
3	50	14	24051.8951454942	85184.1834757276	5951.80488215616
3	50	15	24189.9446815719	84733.7650833996	5609.89755047012
3	50	17	24096.7105592102	85098.1826330367	5802.19842993831
3	50	19	23786.8230105451	85307.2190733321	6016.78756282106
3	50	20	23943.8338160429	85202.1960430056	5750.80589929172
3	50	21	24471.6217694814	84823.4411536467	5567.08805610133
3	50	22	24413.9843584338	84821.5604516171	5556.58851144725
3	50	27	24433.6863525602	84862.8542007779	5824.73921012855
3	50	28	24458.8164792221	84862.66329776	5659.34217189188
3	50	29	24282.9015797586	84907.917710373	5738.4577221217
3	50	30	24322.8165563087	84858.3251303566	5715.24199300234
3	50	32	24328.291732313	84925.1316933613	5798.32698233119
3	50	33	24049.5116234735	85108.7852653749	5781.076411438
3	50	34	24102.1017348741	85124.1600991296	5684.91757901573
3	50	35	24362.2921580538	84946.8422507468	5659.85756264911
3	50	36	24322.220810155	84926.8560508675	5645.6541024473
3	50	38	24116.761356069	85267.6060095069	5888.07966585311
3	50	39	24121.1531159651	85043.0432786139	5719.21126901378
3	50	40	24309.7539316042	84887.0338370249	5614.47289981138
3	50	41	24017.2077345014	85148.6872524524	5709.61416193651
3	51	1	131150.08739987	86065.5211183657	3548.05928003359
3	51	2	131060.40754634	86113.8712511726	3748.51960043486
3	51	3	131216.936068931	86164.3340309784	3996.04277918007
3	51	5	131170.956780069	86304.0756440274	3673.91556724764
3	51	6	131185.839228251	86159.1856744	3942.65388487649
3	51	7	131263.8667327	86069.0127533756	3951.61246912541
3	51	8	131258.606894381	86129.3786377593	3929.15857817348
3	51	9	131213.606639805	86163.5237286087	3940.33629865078
3	51	10	131311.565973162	86102.2771365414	3939.52080556753
3	51	11	130868.351824114	86279.9925445781	3875.18657071108
3	51	12	130947.782228702	86331.2708399841	3882.06080607047
3	51	13	130920.603900678	86322.5532437008	3999.09247801993
3	51	14	130992.989709084	85900.3134773927	3771.13681286647
3	51	15	130956.498816548	86274.9397087828	3904.4348072915
3	51	16	130963.440612054	86367.8971130442	4131.47326867649
3	51	18	130927.956230591	85961.2672220018	3809.29208772471
3	51	19	131196.042300895	86356.3199320983	4001.31529322653
3	51	20	131149.143675509	86327.0239571181	4010.61354565566
3	51	21	131158.464920482	86370.4079891814	3954.15520983733
3	51	22	131128.960139171	86370.4061522768	3999.34869939023
3	51	23	131108.203412972	86367.2421139771	4102.03578151512
3	51	24	131284.23858093	86442.8741649311	3876.92047037314
3	51	25	130976.459936985	86231.1012666577	3798.81565132073
3	51	27	131017.291981838	86193.5638329705	3725.71480924774
3	51	28	131213.8112812	86173.5797241946	3978.92035025569
3	51	29	131189.176219822	86197.6557228716	4007.38238474228
3	51	30	131248.426428672	86372.0922756813	3922.79923709761
